name,ra,dec,band_guess,band_code,size_gb,date_utc,gain_calibrator_name,gain_onsource_min,gain_array_config,access_url
1150+242,11:50:19.212173,+24:17:53.835030,C,C,7.361201,2018-12-27,J1150+2417,9.972483334131539,C,https://data.nrao.edu/portal/#/productViewer/18A-176.sb36078178.eb36085249.58479.359806875
1150-003,11:50:43.870761,-0:23:54.204900,L,L,3.048794,2018-09-09,J1150-0023,11.9683333451394,D,https://data.nrao.edu/portal/#/productViewer/18A-074.sb35417086.eb35598661.58370.65209020833
1153+495,11:53:24.466626,+49:31:08.830140,KU,KU L X,28.367699,2020-07-10,J1153+4931,6.232499963371083,B,https://data.nrao.edu/portal/#/productViewer/20A-275.sb38457323.eb38471676.59040.87605207176
1154-350,11:54:21.794900,-35:05:28.992000,L,L,17.784607,2024-08-25,J1154-3505,15.95666668144986,B,https://data.nrao.edu/portal/#/productViewer/24A-228.sb46037008.eb46418865.60547.90824392361
1156+314,11:56:18.732100,+31:28:04.305000,L,L,9.646724,2023-11-12,J1156+3128,7.978333330247551,D,https://data.nrao.edu/portal/#/productViewer/23B-079.sb44690973.eb44797274.60260.84528259259
1158+248,11:58:25.787505,+24:50:17.963690,L,L,16.059951,2017-01-18,J1158+2450,9.14333332912065,A,https://data.nrao.edu/portal/#/productViewer/16B-104.sb32746265.eb33346103.57771.53339534722
1159+292,11:59:31.833911,+29:14:43.826940,C,C,8.974261,2018-04-28,J1159+2914,10.138333307113498,A,https://data.nrao.edu/portal/#/productViewer/18A-207.sb35016800.eb35372470.58236.03935226852
1159-218,11:59:51.906135,-21:48:53.707610,C,C X,20.622559,2020-02-18,J1159-2148,8.195000005653128,C,https://data.nrao.edu/portal/#/productViewer/20A-357.sb37890532.eb37922756.58897.40151626157
1206+642,12:06:24.686800,+64:13:37.340000,L,L,1.457616,2017-03-28,J1120+1420,3.157500014640391,D,https://data.nrao.edu/portal/#/productViewer/17A-396_sb33611387_1_1_009.57840.29095847222
1207+279,12:07:27.900475,+27:54:58.849970,X,X,19.861207,2018-06-08,J1207+2754,6.897499992046505,A,https://data.nrao.edu/portal/#/productViewer/18A-487.sb35467021.eb35477289.58277.19298734954
1209-241,12:09:02.445128,-24:06:20.759560,X,X,11.503304,2023-04-28,J1209-2406,6.316666634520516,B,https://data.nrao.edu/portal/#/productViewer/23A-389.sb43721899.eb43832395.60062.28262629629
1209-322,12:09:40.056300,-32:14:52.837000,X,X,11.723888,2023-04-30,J1209-3214,7.4799999967217445,B,https://data.nrao.edu/portal/#/productViewer/23A-002.sb43071043.eb43832931.60064.11118541667
1215+348,12:15:55.601049,+34:48:15.220530,L,L,10.183932,2016-09-22,J1215+3448,4.985833353130147,B,https://data.nrao.edu/portal/#/productViewer/16A-260.sb32210981.eb32812181.57653.031409675925
1219+484,12:19:06.414733,+48:29:56.164970,L,L,1.498171,2017-03-28,J1206+6413,4.65416667284444,D,https://data.nrao.edu/portal/#/productViewer/17A-396_sb33611387_1_1_007.57840.0830209375
1221+282,12:21:31.690515,+28:13:58.500260,L,L,9.088467,2019-11-19,J1221+2813,5.984166656853631,D,https://data.nrao.edu/portal/#/productViewer/19B-183.sb37499964.eb37535760.58806.78079791667
1224+035,12:24:52.421938,+3:30:50.292910,C,C,7.719005,2018-04-18,J1224+0330,10.13916666735895,A,https://data.nrao.edu/portal/#/productViewer/18A-207.sb35016952.eb35349698.58226.073421030094
1224+213,12:24:54.458387,+21:22:46.388610,C,C,8.10915,2021-07-27,J1224+2122,16.45416669663973,C,https://data.nrao.edu/portal/#/productViewer/20B-057.sb40008389.eb40013263.59422.805578831016
1227+365,12:27:58.725446,+36:35:11.827350,L,S X,3.607307,2023-10-24,J1227+3635_S,6.930833322694525,D,https://data.nrao.edu/portal/#/productViewer/23B-010.sb44612948.eb44735077.60241.5411727662
1239+075,12:39:24.588312,+7:30:17.189090,C,C,5.964102,2017-10-26,J1239+0730,2.9908333299681544,B,https://data.nrao.edu/portal/#/productViewer/17B-027.sb34127179.eb34632765.58052.60135188657
1246-075,12:46:04.232113,-7:30:46.574500,L,C L S X,11.849635,2020-07-03,J1246-0730,10.969166691647843,B,https://data.nrao.edu/portal/#/productViewer/SC1068.sb38427539.eb38434922.59032.994057986114
1246-257,12:46:46.802040,-25:47:49.288830,X,KU X,87.86212,2017-09-25,J1246-2547,14.959166622720659,B,https://data.nrao.edu/portal/#/productViewer/17A-374.sb34331065.eb34501859.58021.82762146991
1248-199,12:48:23.898197,-19:59:18.587620,L,S,6.77643,2023-05-21,J1248-1959,7.8949833288788795,B,https://data.nrao.edu/portal/#/productViewer/23A-383.sb43774043.eb43985460.60085.22784847222
1254+116,12:54:38.255601,+11:41:05.895070,L,L,1.457616,2017-03-28,J1120+1420,3.157500014640391,D,https://data.nrao.edu/portal/#/productViewer/17A-396_sb33611387_1_1_009.57840.29095847222
1257-319,12:57:59.060804,-31:55:16.851850,C,C,16.290836,2022-07-31,J1257-3155,6.981666631763801,D,https://data.nrao.edu/portal/#/productViewer/22A-198.sb42432232.eb42469807.59791.969904537036
1258-223,12:58:54.478780,-22:19:31.125450,C,C S,12.671322,2018-05-01,J1258-2219,7.8133333451114595,A,https://data.nrao.edu/portal/#/productViewer/17B-425.sb35376461.eb35378532.58239.269184363424
1305-105,13:05:33.015026,-10:33:19.428210,C,C,14.708489,2023-05-13,J1246-0730,9.457500010030344,B,https://data.nrao.edu/portal/#/productViewer/23A-038.sb43087243.eb43916394.60077.34792020833
1308+357,13:08:23.698700,+35:46:37.246000,X,X,22.338621,2019-08-23,J1308+3546,4.1725000098813325,A,https://data.nrao.edu/portal/#/productViewer/19A-223.sb36957004.eb37109477.58718.96527208333
1309+119,13:09:33.932431,+11:54:24.552420,C,C,5.164389,2017-04-08,J1309+1154,7.9791666904930025,D,https://data.nrao.edu/portal/#/productViewer/17A-346.sb33618804.eb33643361_001.57851.16843053241
1310+323,13:10:28.663845,+32:20:43.782950,L,S,10.706742,2016-11-25,J1310+3220,4.487483318662271,A,https://data.nrao.edu/portal/#/productViewer/16B-086.sb32939343.eb33039567.57717.68079039352
1311-222,13:11:39.334700,-22:16:41.748000,L,L,15.941742,2017-02-15,J1146-2447,4.986666671466082,D,https://data.nrao.edu/portal/#/productViewer/17A-083.sb33453912.eb33531975.57799.361509236114
1313+675,13:13:27.984800,+67:35:50.376000,L,L,4.81744,2020-09-29,J1313+6735,9.939166662516072,B,https://data.nrao.edu/portal/#/productViewer/20B-419.sb38674664.eb38678588.59121.42539103009
1313+549,13:13:37.852959,+54:58:23.894700,L,L,19.247306,2023-08-14,J1313+5458,4.9849999928846955,A,https://data.nrao.edu/portal/#/productViewer/23A-324.sb44160061.eb44415030.60170.04249369213
1316-336,13:16:07.985939,-33:38:59.172500,L,L,15.393138,2024-03-01,J1316-3338,18.94833331927657,C,https://data.nrao.edu/portal/#/productViewer/24A-308.sb44879330.eb45290683.60370.377923611115
1326+319,13:26:16.512212,+31:54:09.515380,L,C L,30.760964,2019-10-11,J1326+3154,13.963333315914497,A,https://data.nrao.edu/portal/#/productViewer/19A-082.sb36982606.eb37356771.58767.98009038194
1327+221,13:27:00.861311,+22:10:50.163060,L,L,4.027284,2024-05-02,J1327+2210,10.138333338545635,B,https://data.nrao.edu/portal/#/productViewer/24A-078.sb45367651.eb45804068.60432.45140842593
1335+457,13:35:21.962238,+45:42:38.231340,X,X,17.809628,2019-09-14,J1335+5844,3.5899999947287142,A,https://data.nrao.edu/portal/#/productViewer/19A-160.sb36887481.eb37257513.58740.61971653935
1335+587,13:35:25.928464,+58:44:00.291200,X,X,17.809628,2019-09-14,J1335+5844,3.5899999947287142,A,https://data.nrao.edu/portal/#/productViewer/19A-160.sb36887481.eb37257513.58740.61971653935
1347+122,13:47:33.361645,+12:17:24.238900,L,L,4.214578,2017-05-14,J1347+1217,7.396666706772521,D,https://data.nrao.edu/portal/#/productViewer/17A-210.sb33328551.eb33758328.57887.20416579861
1349+536,13:49:34.656623,+53:41:17.040280,C,C X,7.832663,2022-08-06,J1349+5341,7.730000044684857,D,https://data.nrao.edu/portal/#/productViewer/22A-091.sb42184915.eb42479726.59797.00836903935
1351-148,13:51:52.649611,-14:49:14.555740,L,L,19.045941,2020-04-23,J1351-1449,17.95083335484378,C,https://data.nrao.edu/portal/#/productViewer/20A-123.sb37868013.eb38044547.58962.25089949074
1352-442,13:52:56.534916,-44:12:40.387480,X,X,14.484013,2023-01-25,J1432-1801,8.4766666428186,B,https://data.nrao.edu/portal/#/productViewer/23A-002.sb43076227.eb43523479.59969.52863261574
1354-021,13:54:06.895319,-2:06:03.190510,L,L,4.075326,2020-05-20,J1354-0206,14.459983395645395,C,https://data.nrao.edu/portal/#/productViewer/19B-343.sb38129329.eb38177179.58989.054084918986
1356-343,13:56:05.383600,-34:21:10.824000,X,KA X,45.835463,2018-04-09,J1427-4206-gai,9.058333318680525,A,https://data.nrao.edu/portal/#/productViewer/16B-359.sb35221098.eb35282915.58217.32270579861
1357-177,13:57:06.074200,-17:44:01.904130,C,X,44.308913,2016-12-22,J1357-1744,8.659166658762842,A,https://data.nrao.edu/portal/#/productViewer/16B-084.sb32877724.eb33099740.57744.61861943287
1357+767,13:57:55.371519,+76:43:21.051110,X,KU X,15.656852,2016-10-23,J1357+7643,2.710000011138618,A,https://data.nrao.edu/portal/#/productViewer/16B-376.sb32937470.eb32964324.57684.57664788194
1400+621,14:00:28.652600,+62:10:38.526000,L,L,5.595439,2022-08-09,J1400+6210,14.875000066822395,D,https://data.nrao.edu/portal/#/productViewer/22A-431.sb42128367.eb42498952.59800.14593054398
1404+658,14:04:05.276000,+65:51:37.516000,L,L,285.369955,2022-12-16,J1404+6551,19.944166720379144,C,https://data.nrao.edu/portal/#/productViewer/22B-066.sb42878391.eb43107735.59929.51701603009
1407+284,14:07:00.394410,+28:27:14.689980,L,C KU S,1.621999,2019-11-19,J1125+2610,8.476666695205495,D,https://data.nrao.edu/portal/#/productViewer/18B-316.sb37532172.eb37535740.58806.7596740625
1408-078,14:08:56.481200,-7:52:26.666330,C,C X,22.881512,2022-07-28,J1408-0752,3.4900000132620335,D,https://data.nrao.edu/portal/#/productViewer/22A-378.sb42366037.eb42462898.59788.013507881944
1409-269,14:09:50.169776,-26:57:36.979720,X,C X,13.643795,2020-05-27,J1409-2657,7.561666681431234,C,https://data.nrao.edu/portal/#/productViewer/20A-492.sb38163369.eb38220937.58996.18955887732
1411+522,14:11:20.647700,+52:12:09.141000,L,L,4.747018,2018-10-15,J1119-0302,7.894183318130672,D,https://data.nrao.edu/portal/#/productViewer/18A-146.sb35436224.eb35644134.58406.598292361115
1415+133,14:15:58.817499,+13:20:23.712600,L,L,8.023927,2018-04-26,J1415+1320,5.900833335472271,A,https://data.nrao.edu/portal/#/productViewer/18A-316.sb35193481.eb35370801.58234.286988657404
1416+347,14:16:04.186239,+34:44:36.427560,L,L,4.351626,2024-08-09,J1416+3444,10.338333343388513,B,https://data.nrao.edu/portal/#/productViewer/24A-275.sb45388945.eb46328406.60531.836046157405
1419+064,14:19:08.180173,+6:28:34.803490,L,L,10.556105,2023-11-07,J1419+0628,8.975000007776543,D,https://data.nrao.edu/portal/#/productViewer/23B-079.sb44747441.eb44774577.60255.897367881946
1430+107,14:30:09.738791,+10:43:26.861970,C,C,7.037817,2019-08-28,J1430+1043,9.939166672993451,A,https://data.nrao.edu/portal/#/productViewer/19A-143.sb36881424.eb37136984.58723.09133768518
1432-180,14:32:57.690643,-18:01:35.248850,X,X,10.779009,2023-03-17,J1432-1801,8.476666653295979,B,https://data.nrao.edu/portal/#/productViewer/23A-002.sb43350173.eb43723581.60020.40279486111
1435+760,14:35:47.104180,+76:05:25.860910,L,C L,17.683607,2019-09-14,J1435+7605,6.482499990379438,A,https://data.nrao.edu/portal/#/productViewer/19A-323.sb37229054.eb37257511.58740.5729549074
1436+233,14:36:40.981113,+23:21:03.259730,C,C,5.826213,2022-12-26,J1436+2321,9.80666664778255,C,https://data.nrao.edu/portal/#/productViewer/22B-106.sb43062321.eb43163869.59939.65989912037
1436+636,14:36:45.802138,+63:36:37.866580,X,C K X,9.179246,2016-09-15,J1436+6336,9.639166676206514,B,https://data.nrao.edu/portal/#/productViewer/16B-318.sb32751362.eb32773290.57646.13711486111
1438-220,14:38:09.469425,-22:04:54.748090,C,C KU L S X,71.016209,2023-11-09,J1438-2204,59.837499966379255,D,https://data.nrao.edu/portal/#/productViewer/23B-050.sb44774031.eb44778535.60257.654525509264
1438+621,14:38:44.787300,+62:11:54.397000,L,C S,5.947422,2019-01-07,J1438+6211,5.318316692719236,C,https://data.nrao.edu/portal/#/productViewer/18B-229.sb35926973.eb36095962.58490.61836706019
1439-169,14:39:28.674900,-16:59:03.082000,L,L,6.40847,2017-05-06,J1150-0023,6.9808333239052445,D,https://data.nrao.edu/portal/#/productViewer/17A-025.sb33376400.eb33715217.57879.24747811342
1445+099,14:45:16.465213,+9:58:36.072440,L,L,3.590398,2017-02-21,J1445+0958,6.980833344860002,D,https://data.nrao.edu/portal/#/productViewer/17A-004.sb33239358.eb33548001.57805.655359861106
1445-164,14:45:53.376319,-16:29:01.619120,X,K X,36.904094,2017-06-15,J1239-1023,3.9891666860785335,C,https://data.nrao.edu/portal/#/productViewer/17A-267.sb33792049.eb33927660.57919.04582113426
1448-163,14:48:15.054162,-16:20:24.548880,L,C S,7.957122,2022-10-25,J1448-1620,8.310833339346573,C,https://data.nrao.edu/portal/#/productViewer/22B-114.sb42825509.eb42953206.59877.74354417824
1459+716,14:59:07.583867,+71:40:19.867740,L,L S,11.204613,2018-11-23,J1459+7140,17.452500010840595,C,https://data.nrao.edu/portal/#/productViewer/18B-099.sb35749446.eb35934408.58445.46521650463
1500+478,15:00:48.654199,+47:51:15.538260,X,X,9.103435,2023-04-11,J1500+4751,5.983333328040317,B,https://data.nrao.edu/portal/#/productViewer/23A-002.sb43137511.eb43796986.60045.49829405092
1504+104,15:04:24.979783,+10:29:39.198650,L,S,10.374717,2021-10-17,J1504+1029,5.236666646087542,B,https://data.nrao.edu/portal/#/productViewer/21B-235.sb40152750.eb40729163.59504.62597114583
1505+034,15:05:06.477161,+3:26:30.812610,C,C,6.534339,2021-05-28,J1505+0326,7.479166709817946,D,https://data.nrao.edu/portal/#/productViewer/20B-149.sb39717753.eb39723176.59362.25407098379
1510-057,15:10:53.591431,-5:43:07.417180,L,L,5.084151,2018-10-11,J1510-0543,8.891666696872562,D,https://data.nrao.edu/portal/#/productViewer/18A-146.sb35429203.eb35638628.58402.8158630324
1513+236,15:13:40.185630,+23:38:35.200460,L,S,5.83163,2024-12-21,J1513+2338,6.481666672043502,A,https://data.nrao.edu/portal/#/productViewer/24B-293.sb46742521.eb47431052.60665.65334321759
1513-102,15:13:44.893444,-10:12:00.264350,C,C,5.680477,2018-11-27,J1513-1012,8.476666684728116,C,https://data.nrao.edu/portal/#/productViewer/18B-126.sb35699778.eb35943023.58449.65066706018
1516+002,15:16:40.219072,+0:15:01.908960,KU,KU X,16.926745,2016-10-26,J1516+0015,2.6591666706372052,A,https://data.nrao.edu/portal/#/productViewer/16B-353.sb32868399.eb32970942.57687.946495324075
1516+195,15:16:56.796194,+19:32:12.991870,X,X,19.597533,2019-09-28,J1516+1932,5.350833332631737,A,https://data.nrao.edu/portal/#/productViewer/19A-223.sb36959979.eb37291985.58754.086678657404
1517-243,15:17:41.813132,-24:22:19.475940,C,C KU L S X,45.490485,2023-02-28,J1517-2422,14.126666601514444,B,https://data.nrao.edu/portal/#/productViewer/20B-377.sb43659818.eb43662722.60003.4348566088
1520+202,15:20:05.489700,+20:16:05.611000,L,L,1.590703,2017-08-09,J1206+6413,1.6616666642948985,C,https://data.nrao.edu/portal/#/productViewer/17A-396_sb33611387_1_1_003.57974.11900796296
1522-275,15:22:37.675991,-27:30:10.785430,L,L,13.378226,2019-09-07,J1522-2730,23.43583337031305,A,https://data.nrao.edu/portal/#/productViewer/19A-130.sb36178080.eb37212773.58733.88269438657
1526-138,15:26:59.440733,-13:51:00.163560,L,L S,7.872439,2020-02-20,J1526-1351,9.225000003352761,C,https://data.nrao.edu/portal/#/productViewer/20A-365.sb37909790.eb37932011.58899.53130584491
1534+015,15:34:52.453675,+1:31:04.206570,L,L X,26.772126,2016-10-26,J1505+0326,12.715833366382867,A,https://data.nrao.edu/portal/#/productViewer/16B-349.sb32958476.eb32969833.57686.95527731482
1538+003,15:38:15.953081,+0:19:05.324150,C,X,6.92279,2020-02-14,J1538+0019,3.7066666572354734,C,https://data.nrao.edu/portal/#/productViewer/20A-363.sb37597102.eb37917458.58893.38856366898
1543-079,15:43:01.687567,-7:57:06.629160,L,S,24.501469,2024-11-24,J1543-0757,65.8208333782386,A,https://data.nrao.edu/portal/#/productViewer/24B-221.sb46802951.eb47304410_000.60638.68551289351
1546+004,15:46:09.531474,+0:26:24.614080,L,S,19.925543,2025-01-10,J1546+0026,9.307499995920807,A,https://data.nrao.edu/portal/#/productViewer/24B-418.sb47303734.eb47461253.60685.6006174537
1549+506,15:49:17.468534,+50:38:05.788200,L,L,6.728687,2020-07-19,J1549+5038,9.939166652038693,B,https://data.nrao.edu/portal/#/productViewer/20A-128.sb38351722.eb38515232.59049.15809359954
1557-000,15:57:51.433973,-0:01:50.413710,L,S X,3.490686,2020-02-06,J1557-0001,7.978316660737619,C,https://data.nrao.edu/portal/#/productViewer/20A-223.sb37736051.eb37883217.58885.55151452546
1602+334,16:02:07.263468,+33:26:53.072670,L,L,5.551234,2018-10-05,J1602+3326,6.897500002523884,D,https://data.nrao.edu/portal/#/productViewer/18A-146.sb35431248.eb35631616.58396.82489137731
1604+012,16:04:45.291700,+1:17:51.222000,L,L,38.043891,2018-09-07,J1604+0117,16.869999995687976,D,https://data.nrao.edu/portal/#/productViewer/18A-226.sb35590571.eb35598610.58368.85633003472
1609+266,16:09:13.320753,+26:41:29.036380,L,L,2.112113,2020-02-22,J1609+2641,6.315833326661959,C,https://data.nrao.edu/portal/#/productViewer/20A-410.sb37925703.eb37936285.58901.443956689815
1613+342,16:13:41.064249,+34:12:47.909090,L,S,5.160309,2024-03-24,J1613+3412,5.983333338517696,C,https://data.nrao.edu/portal/#/productViewer/24A-363.sb45136551.eb45321744.60393.596757928244
1616+049,16:16:37.556816,+4:59:32.736630,C,C X,36.358462,2022-10-23,J1616+0459,13.794999952660874,C,https://data.nrao.edu/portal/#/productViewer/22B-224.sb42585928.eb42948955.59875.916023530095
1617+027,16:17:49.908132,+2:46:43.105200,X,C X,14.053013,2020-07-01,J1617+0246,6.981666652718559,B,https://data.nrao.edu/portal/#/productViewer/20A-292.sb38368147.eb38424371.59031.11037740741
1623-116,16:23:59.517000,-11:40:43.790000,L,L X,35.708457,2020-04-03,J1743-0350,16.205000029876828,C,https://data.nrao.edu/portal/#/productViewer/SC1046.sb37924330.eb38014133.58942.4204050463
1624+576,16:24:24.807563,+57:41:16.280790,X,KA X,22.851141,2017-03-01,J1624+5741,5.784150013932958,D,https://data.nrao.edu/portal/#/productViewer/17A-362.sb33372533.eb33569323.57813.549384872684
1625+415,16:25:57.669700,+41:34:40.629220,C,C L,7.556757,2020-06-25,J1625+4134,7.146666700718924,B,https://data.nrao.edu/portal/#/productViewer/20A-317.sb38300607.eb38375026.59025.12802957176
1626-298,16:26:06.020843,-29:51:26.971080,L,L X,15.495142,2019-08-26,J1626-2951,6.149999991757795,A,https://data.nrao.edu/portal/#/productViewer/19A-446.sb36865329.eb37113423.58721.00322827546
1634+627,16:34:33.802900,+62:45:35.903000,L,C S,5.913417,2019-01-25,J1634+6245,4.985833300743252,C,https://data.nrao.edu/portal/#/productViewer/18B-229.sb35927429.eb36163928.58508.373852766206
1635+381,16:35:15.492973,+38:08:04.500600,L,L,9.612098,2020-06-28,J1635+3808,10.18916666856967,B,https://data.nrao.edu/portal/#/productViewer/20A-251.sb38358730.eb38413180.59028.33456662037
1638+625,16:38:28.205800,+62:34:44.318000,L,C L S X,68.089584,2019-11-10,J1549+5038,11.967500037280843,D,https://data.nrao.edu/portal/#/productViewer/19A-422.sb37477691.eb37511660.58797.787407615746
1640+397,16:40:29.632771,+39:46:46.028540,C,C L,8.598516,2020-12-29,J1640+3946,3.0749833316076547,A,https://data.nrao.edu/portal/#/productViewer/20B-158.sb38967973.eb39207505.59212.7415178125
1640+123,16:40:47.938850,+12:20:02.078870,L,C S,10.561277,2019-11-16,J1640+1220,5.56833331589587,D,https://data.nrao.edu/portal/#/productViewer/19B-252.sb37264435.eb37528258.58803.66188017361
1651+014,16:51:03.662382,+1:29:23.458780,X,C L S X,19.382795,2022-01-10,J1651+014,12.731666676700115,B,https://data.nrao.edu/portal/#/productViewer/21B-322.sb41070688.eb41125308.59589.70196006945
1653+397,16:53:52.216688,+39:45:36.608900,X,C L S X,13.217687,2022-11-20,J1653+3945,10.13916666735895,C,https://data.nrao.edu/portal/#/productViewer/22B-003.sb42779900.eb43001766.59903.71639168981
1657+481,16:57:46.878947,+48:08:33.041080,X,C X,26.104792,2022-07-30,J1800+7828,5.319166649132967,D,https://data.nrao.edu/portal/#/productViewer/22A-378.sb42344392.eb42468874.59790.170360856486
1658+076,16:58:09.011458,+7:41:27.540720,C,C S,29.918578,2022-03-08,J1658+0741,10.470833347644657,A,https://data.nrao.edu/portal/#/productViewer/22A-230.sb41499204.eb41633132.59646.371582499996
1707+018,17:07:34.415277,+1:48:45.699230,X,C KU X,85.014962,2019-08-13,J1239+0730,3.4899999818298966,A,https://data.nrao.edu/portal/#/productViewer/19A-168.sb36995118.eb37057151.58708.052147615745
1714-252,17:14:47.857000,-25:14:35.144000,L,L,7.081702,2016-09-01,J1714-2514,13.213333318708465,B,https://data.nrao.edu/portal/#/productViewer/S91005.sb32550480.eb32659406.57632.09222305556
1719+177,17:19:13.048469,+17:45:06.436980,X,X,13.852363,2016-09-28,J1719+1745,11.969166632043198,B,https://data.nrao.edu/portal/#/productViewer/15A-235.sb32859381.eb32860575.57658.99386342593
1727+455,17:27:27.650808,+45:30:39.731390,L,L,13.647988,2018-01-28,J1727+4530,7.4799999967217445,B,https://data.nrao.edu/portal/#/productViewer/17B-264.sb34427032.eb34961501.58146.86166513889
